District,Year,coriander_Area,coriander_Production,coriander_Yield,dry chillies_Area,dry chillies_Production,dry chillies_Yield,garlic_Area,garlic_Production,garlic_Yield,onion_Area,onion_Production,onion_Yield,potato_Area,potato_Production,potato_Yield,sugarcane_Area,sugarcane_Production,sugarcane_Yield,sweet potato_Area,sweet potato_Production,sweet potato_Yield,guar seed_Area,guar seed_Production,guar seed_Yield,sun hemp_Area,sun hemp_Production,sun hemp_Yield,tapioca_Area,tapioca_Production,tapioca_Yield,citrus fruit_Area,citrus fruit_Production,citrus fruit_Yield,mango_Area,mango_Production,mango_Yield,other fresh fruits_Area,other fresh fruits_Production,other fresh fruits_Yield,other vegetables_Area,other vegetables_Production,other vegetables_Yield,pome fruit_Area,pome fruit_Production,pome fruit_Yield,other oilseeds_Area,other oilseeds_Production,other oilseeds_Yield,ginger_Area,ginger_Production,ginger_Yield,banana_Area,banana_Production,banana_Yield,tobacco_Area,tobacco_Production,tobacco_Yield,papaya_Area,papaya_Production,papaya_Yield,watermelon_Area,watermelon_Production,watermelon_Yield,turmeric_Area,turmeric_Production,turmeric_Yield,grapes_Area,grapes_Production,grapes_Yield,orange_Area,orange_Production,orange_Yield
Banswara,2016 - 2017,0,0,0,300,225,0.75,0,0,0,21,420,20,0,0,0,50,2531,50.62,0,0,0,380,151,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,2017 - 2018,0,0,0,266,241,0.91,0,0,0,22,440,20,1,45,45,34,2093,61.56,0,0,0,6,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,2018 - 2019,0,0,0,260,181,0.7,0,0,0,16,166,10.38,5,25,5,44,2749,62.48,0,0,0,57,19,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,2019 - 2020,0,0,0,168,41,0.24,0,0,0,11,34,3.09,3,3,1,43,2424,56.37,0,0,0,199,90,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,2020 - 2021,0,0,0,98,107,1.09,0,0,0,58,82,1.41,25,48,1.92,38,3138,82.58,0,0,0,141,64,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,2021 - 2022,0,0,0,61,67,1.1,11,23,2.09,52,468,9,3,3,1,36,2880,80,0,0,0,104,44,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,2022 - 2023,1,1,1,0,0,0,7,11,1.57,40,377,9.43,3,15,5,24,1561,65.04,4,20,5,102,55,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,1997 - 1998,0,0,0,0,0,0,0,0,0,0,0,0,100,600,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,1998 - 1999,72967,75594,1.04,269,447,1.66,1493,3744,2.51,57,425,7.46,83,473,5.7,202,10907,54,31,48,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,1999 - 2000,44889,60521,1.35,300,605,2.02,2436,8985,3.69,58,487,8.4,101,1346,13.33,116,7032,60.62,27,58,2.15,0,0,0,22,38,1.73,4,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2000 - 2001,61900,87937,1.42,292,248,0.85,2320,9883,4.26,52,267,5.13,70,522,7.46,129,5898,45.72,13,14,1.08,0,0,0,71,40,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2001 - 2002,80943,121869,1.51,298,212,0.71,2702,13851,5.13,28,116,4.14,41,276,6.73,97,3882,40.02,12,7,0.58,0,0,0,40,23,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2002 - 2003,45544,51684,1.13,237,130,0.55,3727,19903,5.34,21,114,5.43,27,154,5.7,59,2868,48.61,9,1,0.11,0,0,0,58,5,0.09,0,0,0,129,0,0,236,0,0,26,0,0,1036,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2003 - 2004,84147,131438,1.56,245,311,1.27,3108,52604,16.93,32,128,4,36,142,3.94,16,906,56.63,4,5,1.25,63,0,0,11,5,0.45,0,0,0,147,0,0,210,0,0,26,0,0,1114,0,0,114,0,0,2497,4661,1.87,0,0,0,0,0,0,0,0,0,20,0,0,44,0,0,0,0,0,0,0,0,0,0,0
Baran,2004 - 2005,45449,57766,1.27,172,358,2.08,2064,8879,4.3,23,81,3.52,35,59,1.69,16,771,48.19,12,16,1.33,24,37,1.54,16,9,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2005 - 2006,49831,57804,1.16,113,100,0.88,1327,8531,6.43,68,165,2.43,24,94,3.92,25,1523,60.92,14,34,2.43,13,9,0.69,9,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0
Baran,2006 - 2007,42961,54045,1.26,144,126,0.88,1978,11175,5.65,39,147,3.77,32,185,5.78,62,3579,57.73,16,62,3.88,0,0,0,9,8,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Baran,2007 - 2008,82808,81152,0.98,201,132,0.66,5308,35406,6.67,30,61,2.03,80,389,4.86,55,3141,57.11,3,12,4,0,0,0,3,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2008 - 2009,90683,110647,1.22,105,114,1.09,3796,23229,6.12,16,55,3.44,50,592,11.84,32,1902,59.44,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2009 - 2010,77423,100236,1.29,133,157,1.18,5159,30152,5.84,51,276,5.41,54,222,4.11,10,576,57.6,0,0,0,0,0,0,9,6,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2010 - 2011,59979,86179,1.44,128,122,0.95,7446,42310,5.68,68,407,5.99,34,225,6.62,36,2412,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
Baran,2011 - 2012,85432,115321,1.35,72,65,0.9,17697,12867,0.73,190,970,5.11,49,419,8.55,36,2532,70.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Baran,2012 - 2013,45890,66071,1.44,51,56,1.1,9901,6349,0.64,47,206,4.38,32,127,3.97,46,3363,73.11,6,5,0.83,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,0,0,0
Baran,2013 - 2014,52713,30254,0.57,34,123,3.62,11734,44473,3.79,44,179,4.07,29,151,5.21,26,1793,68.96,0,0,0,465,263,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2014 - 2015,64815,60824,0.94,45,30,0.67,0,0,0,77,289,3.75,70,305,4.36,42,3048,72.57,0,0,0,128,76,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2015 - 2016,44953,63645,1.42,47,22,0.47,22888,94314,4.12,291,1310,4.5,74,657,8.88,20,1730,86.5,0,0,0,311,144,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2016 - 2017,39372,61678,1.57,27,65,2.41,40670,283999,6.98,85,578,6.8,71,566,7.97,13,927,71.31,0,0,0,247,98,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Baran,2017 - 2018,18552,32571,1.76,0,0,0,41779,237018,5.67,50,375,7.5,41,235,5.73,2,141,70.5,0,0,0,14,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Baran,2018 - 2019,10488,18545,1.77,17,27,1.59,23380,161579,6.91,55,307,5.58,8,22,2.75,3,250,83.33,0,0,0,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baran,2019 - 2020,9400,16217,1.73,43,10,0.23,23975,173095,7.22,101,1284,12.71,57,439,7.7,8,585,73.13,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0.41,0,0,0,0,0,0
Baran,2020 - 2021,24554,40227,1.64,20,22,1.1,30538,190003,6.22,72,866,12.03,59,389,6.59,3,237,79,11,28,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
Baran,2021 - 2022,4855,8173,1.68,7,6,0.86,29805,172855,5.8,157,779,4.96,72,271,3.76,1,76,76,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.67,0,0,0,0,0,0
Baran,2022 - 2023,11487,18033,1.57,0,0,0,22631,128504,5.68,116,691,5.96,45,432,9.6,4,357,89.25,0,0,0,13,7,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Barmer,1998 - 1999,214,194,0.91,39,35,0.9,0,0,0,138,362,2.62,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,1999 - 2000,0,0,0,75,68,0.91,0,0,0,138,330,2.39,0,0,0,0,0,0,16,17,1.06,347457,2428,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2000 - 2001,4,3,0.75,67,10,0.15,0,0,0,123,198,1.61,0,0,0,0,0,0,21,5,0.24,375328,47638,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2001 - 2002,1,1,1,70,65,0.93,0,0,0,100,91,0.91,5,5,1,0,0,0,18,9,0.5,316994,22461,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2002 - 2003,2,2,1,21,20,0.95,2,1,0.5,89,83,0.93,0,0,0,0,0,0,27,27,1,17398,131,0.01,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2003 - 2004,1,1,1,53,26,0.49,0,0,0,152,231,1.52,0,0,0,0,0,0,38,39,1.03,312217,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,310,0,0,0,0,0,81286,94565,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2004 - 2005,0,0,0,53,44,0.83,0,0,0,85,139,1.64,0,0,0,0,0,0,29,21,0.72,295916,16018,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2005 - 2006,0,0,0,0,0,0,0,0,0,103,189,1.83,0,0,0,0,0,0,33,34,1.03,352687,24678,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2006 - 2007,0,0,0,25,13,0.52,0,0,0,1,2,2,0,0,0,0,0,0,21,21,1,421817,56342,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2007 - 2008,1,1,1,32,14,0.44,1,0,0,16,16,1,0,0,0,0,0,0,0,0,0,354664,73403,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2008 - 2009,1,1,1,28,15,0.54,0,0,0,73,80,1.1,0,0,0,0,0,0,18,0,0,358092,24481,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2009 - 2010,1,1,1,31,21,0.68,0,0,0,101,3,0.03,1,0,0,0,0,0,0,0,0,367347,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2010 - 2011,0,0,0,115,47,0.41,0,0,0,62,63,1.02,1,1,1,0,0,0,0,0,0,409097,142931,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2011 - 2012,0,0,0,29,9,0.31,0,0,0,109,104,0.95,0,0,0,0,0,0,183,120,0.66,428031,111709,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2012 - 2013,1,1,1,24,0,0,0,0,0,101,90,0.89,0,0,0,0,0,0,26,25,0.96,414457,59415,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2013 - 2014,2,1,0.5,6,0,0,0,0,0,113,102,0.9,0,0,0,0,0,0,33,33,1,465231,106637,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2014 - 2015,3,2,0.67,36,1,0.03,0,0,0,144,130,0.9,1,1,1,0,0,0,24,9,0.38,341838,67756,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2015 - 2016,2,2,1,17,4,0.24,0,0,0,244,338,1.39,0,0,0,0,0,0,36,106,2.94,463735,80480,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2016 - 2017,3,4,1.33,8,5,0.63,0,0,0,116,131,1.13,0,0,0,0,0,0,38,38,1,417454,41561,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2017 - 2018,3,4,1.33,4,15,3.75,0,0,0,56,56,1,0,0,0,0,0,0,55,55,1,382334,71082,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2018 - 2019,1,1,1,5,0,0,0,0,0,87,78,0.9,0,0,0,0,0,0,39,39,1,295665,22166,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2019 - 2020,3,4,1.33,10,0,0,0,0,0,61,88,1.44,0,0,0,0,0,0,46,46,1,285703,146064,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2020 - 2021,7,10,1.43,4,2,0.5,0,0,0,74,59,0.8,0,0,0,0,0,0,49,49,1,286448,118884,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2021 - 2022,10,15,1.5,20,10,0.5,0,0,0,129,126,0.98,0,0,0,0,0,0,16,16,1,268746,42825,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barmer,2022 - 2023,4,5,1.25,0,0,0,0,0,0,84,105,1.25,5,200,40,0,0,0,11,11,1,249277,113463,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,1997 - 1998,0,0,0,0,0,0,0,0,0,0,0,0,500,3800,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,1998 - 1999,5,5,1,1481,5919,4,2,5,2.5,168,1231,7.33,1006,17945,17.84,445,18450,41.46,539,2125,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,1999 - 2000,2,2,1,1697,4516,2.66,15,11,0.73,168,648,3.86,1466,16046,10.95,399,12662,31.73,504,1572,3.12,6326,5505,0.87,74,31,0.42,27,78,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2000 - 2001,5,7,1.4,1285,2325,1.81,3,6,2,127,436,3.43,949,8451,8.91,223,11126,49.89,122,367,3.01,10739,9747,0.91,40,21,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2001 - 2002,1,1,1,776,2580,3.32,1,1,1,193,636,3.3,714,9142,12.8,136,6174,45.4,144,306,2.13,12766,11830,0.93,15,7,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2002 - 2003,1,1,1,484,518,1.07,1,5,5,234,358,1.53,1020,9274,9.09,79,2247,28.44,184,144,0.78,5400,424,0.08,7,1,0.14,0,0,0,513,0,0,56,0,0,261,0,0,1807,0,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,24,0.8,4,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2003 - 2004,0,0,0,670,1667,2.49,3,12,4,46,250,5.43,1141,13904,12.19,49,2265,46.22,293,1643,5.61,5438,0,0,109,22,0.2,0,0,0,505,0,0,73,0,0,296,0,0,1584,0,0,54,0,0,18,15,0.83,0,0,0,0,0,0,1,0,0,21,21,1,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2004 - 2005,1,1,1,923,4388,4.75,2,5,2.5,88,401,4.56,851,10482,12.32,35,2104,60.11,299,1195,4,4129,3585,0.87,33,29,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2005 - 2006,0,0,0,379,1780,4.7,0,0,0,35,303,8.66,1221,14881,12.19,43,2685,62.44,116,396,3.41,3141,2864,0.91,30,14,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2006 - 2007,0,0,0,393,1377,3.5,1,1,1,142,744,5.24,1895,26663,14.07,121,9891,81.74,100,439,4.39,3591,3528,0.98,16,15,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2007 - 2008,13,10,0.77,602,1843,3.06,10,25,2.5,250,1082,4.33,3916,45199,11.54,99,5428,54.83,201,920,4.58,6816,5994,0.88,15,6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2008 - 2009,12,14,1.17,352,1931,5.49,1,1,1,23,143,6.22,3250,35147,10.81,58,3088,53.24,139,0,0,6332,6169,0.97,19,190,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2009 - 2010,21,25,1.19,319,1420,4.45,0,0,0,6,24,4,3088,37103,12.02,16,846,52.88,96,0,0,4461,4253,0.95,11,110,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2010 - 2011,13,14,1.08,310,706,2.28,0,0,0,26,92,3.54,3819,44284,11.6,49,3284,67.02,112,461,4.12,2967,4338,1.46,2,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2011 - 2012,17,21,1.24,296,823,2.78,1,4,4,218,461,2.11,3797,37278,9.82,181,28050,154.97,44,213,4.84,2175,2793,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2012 - 2013,1,1,1,185,739,3.99,2,2,1,69,502,7.28,2840,24697,8.7,231,23292,100.83,26,121,4.65,9868,12577,1.27,111,58,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2013 - 2014,3,2,0.67,88,193,2.19,0,0,0,2380,23315,9.8,8,64,8,101,6011,59.51,12,116,9.67,33354,43222,1.3,150,92,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2014 - 2015,13,10,0.77,75,246,3.28,0,0,0,71,487,6.86,2726,29983,11,34,1386,40.76,18,125,6.94,26286,27945,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2015 - 2016,10,11,1.1,92,333,3.62,5,50,10,78,435,5.58,3289,51381,15.62,14,1211,86.5,24,141,5.88,34598,43630,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2016 - 2017,10,11,1.1,128,681,5.32,5,50,10,38,248,6.53,3616,51782,14.32,5,357,71.4,25,207,8.28,18878,20006,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
